SetID,Number,YearFrom,Category,Theme,Subtheme,SetName,ImageFilename,USRetailPrice,Pieces,Minifigs,PackagingType,Availability,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,LaunchDate,ExitDate,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority
5557,7942,2007,Normal,City,Fire,Off-Road Fire Rescue,7942-1,9.99,131.0,1.0,Box,Retail,24.0,14.4,4.8,0.19,,,17367,1143,X,106,21.41,5.6,,,0,0,0,0,0
5558,7944,2007,Normal,City,Fire,Fire Hovercraft,7944-1,29.99,274.0,3.0,Box,Retail,38.4,28.8,7.2,0.67,,,3436,1924,X,19,95.78,16.2,,,0,0,0,0,0
5559,7945,2007,Normal,City,Fire,Fire Station,7945-1,59.99,600.0,4.0,Box,Retail,48.0,38.4,7.2,1.31,,,6228,1668,X,86,145.8,52.31,01/01/2007 00:00:00,31/12/2009 00:00:00,0,0,0,0,0
22448,7951,2001,Normal,Duplo,,XL Bucket,,,78.0,1.0,Bucket,{Not specified},,,,,,,18,17,X,0,,,,,0,0,0,0,0
8585,7956,2011,Normal,Star Wars,Episode VI,Ewok Attack,7956-1,24.99,166.0,3.0,Box,Retail,28.19,26.19,4.6,0.32,7.0,12.0,14988,4678,X,75,57.37,33.89,01/06/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8586,7957,2011,Normal,Star Wars,The Clone Wars,Sith Nightspeeder,7957-1,24.99,214.0,3.0,Box,Retail,28.19,26.19,4.6,0.32,7.0,12.0,13565,3910,X,21,97.52,43.55,01/06/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8587,7958,2011,Normal,Star Wars,Seasonal,LEGO Star Wars Advent Calendar,7958-1,39.99,266.0,9.0,Box,Retail,38.2,26.2,7.1,,6.0,14.0,10674,2645,X,33,58.54,34.9,01/09/2011 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
8588,7959,2011,Normal,Star Wars,The Clone Wars,Geonosian Starfighter,7959-1,29.99,155.0,3.0,Box,Retail,35.41,19.1,5.89,0.37,7.0,12.0,11621,4797,X,45,132.23,65.55,01/06/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8589,7961,2011,Normal,Star Wars,Episode I,Darth Maul's Sith Infiltrator,7961-1,69.99,479.0,4.0,Box,Retail,54.0,28.19,5.89,1.0,8.0,14.0,9367,4827,X,39,136.14,51.02,01/06/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8590,7962,2011,Normal,Star Wars,Episode I,Anakin Skywalker and Sebulba's Podracers,7962-1,89.99,810.0,5.0,Box,Retail,48.01,37.8,7.06,1.15,9.0,14.0,9338,6229,X,48,208.19,129.98,01/06/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8591,7964,2011,Normal,Star Wars,The Clone Wars,Republic Frigate,7964-1,119.99,1015.0,5.0,Box,Retail,58.19,37.8,8.71,1.84,9.0,14.0,9425,8030,X,36,503.79,285.91,01/06/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8592,7965,2011,Normal,Star Wars,Episode IV,Millennium Falcon,7965-1,139.99,1254.0,6.0,Box,Retail,58.2,37.8,8.7,2.28,9.0,14.0,20720,6233,X,130,191.04,99.73,01/06/2011 00:00:00,31/12/2014 00:00:00,0,0,0,0,0
4075,7969,2001,Normal,Duplo,,XL Bucket,7969-1,,106.0,,Bucket,Retail - limited,,,,,,,18,19,X,0,,,,,0,0,0,0,0
4076,7975,2000,Normal,Duplo,,XL Bucket,,,107.0,,Bucket,Retail - limited,,,,,,,24,23,X,0,,,,,0,0,0,0,0
5684,7990,2007,Normal,City,Traffic,Cement Mixer,7990-1,14.99,213.0,1.0,Box,Retail,28.8,19.2,6.0,,,,9584,2602,X,89,80.72,22.35,01/06/2007 00:00:00,31/12/2009 00:00:00,0,0,0,0,0
5611,7991,2007,Normal,City,Traffic,Recycle Truck,7991-1,16.99,206.0,1.0,Box,Retail,28.8,19.2,6.0,0.34,,,10924,2535,X,184,32.66,15.19,01/06/2007 00:00:00,31/12/2009 00:00:00,0,0,0,0,0
5683,7992,2007,Normal,City,Harbour,Container Stacker,7992-1,19.99,218.0,1.0,Box,Retail,24.0,28.8,6.0,0.44,,,4777,2748,X,38,56.71,20.31,01/06/2007 00:00:00,31/12/2008 00:00:00,0,0,0,0,0
5612,7993,2007,Normal,City,Town,Service Station,7993-1,39.99,402.0,3.0,Box,Retail,38.4,28.8,7.2,,,,5320,3161,X,46,92.21,51.35,01/06/2007 00:00:00,31/12/2009 00:00:00,0,0,0,0,0
5613,7994,2007,Normal,City,Harbour,LEGO City Harbour,7994-1,89.99,659.0,5.0,Box,Retail,65.2,38.4,9.6,2.28,,,4183,3779,X,107,335.86,199.76,01/06/2007 00:00:00,31/12/2008 00:00:00,0,0,0,0,0
5785,7996,2007,Normal,City,Trains,Train Rail Crossing,7996-1,24.99,4.0,,Box,Retail,28.8,28.8,4.8,,,,1794,2827,X,6,179.99,104.91,01/06/2007 00:00:00,31/12/2008 00:00:00,0,0,0,0,0
5793,7997,2007,Normal,City,Trains,Train Station,7997-1,44.99,387.0,5.0,Box,Retail,38.4,28.8,9.6,,,,3513,3631,X,33,180.67,97.61,01/06/2007 00:00:00,31/12/2009 00:00:00,0,0,0,0,0
5614,7998,2007,Normal,City,Traffic,Heavy Hauler,7998-1,34.99,332.0,1.0,Box,Retail,48.0,28.8,7.2,0.75,,,5037,2891,X,54,127.79,35.34,01/06/2007 00:00:00,31/07/2008 00:00:00,0,0,0,0,0
4082,8000,2000,Normal,Star Wars,Technic,Pit Droid,8000-1,20.0,223.0,,Box,Retail,14.4,24.0,7.2,,,,4019,1959,X,21,70.0,39.74,01/01/2000 00:00:00,31/12/2001 00:00:00,0,0,0,0,0
4083,8001,2000,Normal,Star Wars,Technic,Battle Droid,8001-1,30.0,363.0,,Box,Retail,28.8,24.0,4.8,,,,4584,2266,X,28,114.47,40.65,01/01/2000 00:00:00,31/12/2001 00:00:00,0,0,0,0,0
4084,8002,2000,Normal,Star Wars,Technic,Destroyer Droid,8002-1,50.0,558.0,,Box,Retail,28.8,28.8,7.2,,,,4045,3059,X,48,240.71,137.69,01/01/2000 00:00:00,31/12/2001 00:00:00,0,0,0,0,0
4085,8003,2000,Normal,Technic,Robo Riders,Volcano Climber,8003-1,,35.0,,Box,Retail,9.6,14.4,3.9,,,,410,196,X,16,10.64,6.95,01/06/2000 00:00:00,31/12/2000 00:00:00,0,0,0,0,0
4086,8004,2000,Normal,Technic,Robo Riders,Dirt Bike,8004-1,,32.0,,Box,Retail,9.6,14.4,3.9,,,,437,206,X,16,10.8,4.95,01/06/2000 00:00:00,31/12/2000 00:00:00,0,0,0,0,0
4087,8005,2000,Normal,Technic,Robo Riders,Ice Explorer,8005-1,,34.0,,Box,Retail,9.6,14.4,3.9,,,,419,202,X,11,9.01,3.46,01/06/2000 00:00:00,31/12/2000 00:00:00,0,0,0,0,0
4088,8006,2000,Normal,Technic,Robo Riders,Swamp Craft,8006-1,,25.0,,Box,Retail,9.6,14.4,3.9,,,,422,197,X,15,4.82,5.12,01/06/2000 00:00:00,31/12/2000 00:00:00,0,0,0,0,0
4089,8007,2001,Normal,Star Wars,Technic,C-3PO,8007-1,35.0,341.0,,Box,Retail,24.0,33.6,6.0,,,,2472,1762,X,10,134.11,39.0,01/01/2001 00:00:00,31/12/2002 00:00:00,0,0,0,0,0
4090,8008,2001,Normal,Star Wars,Technic,Stormtrooper,8008-1,35.0,361.0,,Box,Retail,24.0,33.6,6.0,,,,2474,1658,X,14,54.99,23.0,01/01/2001 00:00:00,31/12/2002 00:00:00,0,0,0,0,0
4091,8009,2002,Normal,Star Wars,Technic,R2-D2,8009-1,20.0,240.0,,Box,Retail,19.2,28.8,4.8,,,,3591,1632,X,20,73.33,22.0,01/01/2002 00:00:00,31/12/2003 00:00:00,0,0,0,0,0
4094,8010,2002,Normal,Star Wars,Technic,Darth Vader,8010-1,40.0,391.0,,Box,Retail,28.8,38.4,7.2,,,,3239,1908,X,17,78.56,52.15,01/01/2002 00:00:00,31/12/2003 00:00:00,0,0,0,0,0
4095,8011,2002,Normal,Star Wars,Technic,Jango Fett,8011-1,30.0,422.0,,Box,Retail,24.0,28.8,6.0,,,,2850,1746,X,28,98.38,30.33,23/04/2002 00:00:00,31/12/2003 00:00:00,0,0,0,0,0
4096,8012,2002,Normal,Star Wars,Technic,Super Battle Droid,8012-1,35.0,379.0,,Box,Retail,24.0,33.6,4.8,,,,2763,1895,X,18,75.0,49.34,23/04/2002 00:00:00,31/12/2003 00:00:00,0,0,0,0,0
6790,8014,2009,Normal,Star Wars,The Clone Wars,Clone Walker Battle Pack,8014-1,11.99,72.0,4.0,Box,{Not specified},19.1,14.1,4.6,0.11,6.0,12.0,23320,4347,X,394,94.3,39.28,01/01/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
6791,8015,2009,Normal,Star Wars,The Clone Wars,Assassin Droids Battle Pack,8015-1,11.99,94.0,5.0,Box,{Not specified},19.1,14.1,4.6,0.1,6.0,12.0,17635,2973,X,145,41.65,10.47,01/01/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
6792,8016,2009,Normal,Star Wars,The Clone Wars,Hyena Droid Bomber,8016-1,19.99,232.0,3.0,Box,{Not specified},28.2,26.2,6.4,0.41,7.0,12.0,12842,3584,X,141,105.49,33.57,01/01/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
6793,8017,2009,Normal,Star Wars,Episode IV,Darth Vader's TIE Fighter,8017-1,29.99,251.0,1.0,Box,{Not specified},38.2,26.2,7.05,0.55,7.0,12.0,16565,5782,X,212,180.0,45.66,01/01/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
6794,8018,2009,Normal,Star Wars,The Clone Wars,Armored Assault Tank (AAT),8018-1,49.99,407.0,7.0,Box,{Not specified},48.01,28.2,6.1,0.79,8.0,14.0,11530,5239,X,217,201.86,63.09,01/01/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
6795,8019,2009,Normal,Star Wars,The Clone Wars,Republic Attack Shuttle,8019-1,59.99,636.0,3.0,Box,{Not specified},54.0,28.2,7.85,1.12,8.0,14.0,8773,5080,X,156,287.3,95.81,01/01/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
4098,8020,1984,Normal,Technic,Universal,Universal Set,8020-1,,119.0,,Box,Retail,,,,,,,3265,238,X,20,42.5,10.74,,,0,0,0,0,0
4099,8022,1993,Normal,Technic,Universal,Multi Model Starter Set,8022-1,15.5,118.0,,Box,Retail,,,,,,,2176,250,X,7,39.92,9.42,,,0,0,0,0,0
4100,8024,1989,Normal,Technic,Universal,Universal Set,8024-1,,113.0,,Box,Retail,,,,,,,2961,246,X,7,73.94,10.63,,,0,0,0,0,0
6498,8028,2008,Normal,Star Wars,Mini Building Set,TIE Fighter,8028-1,4.99,44.0,,Polybag,Promotional,14.0,14.0,1.2,,6.0,12.0,8997,1446,X,37,4.71,3.26,01/01/2008 00:00:00,31/12/2013 00:00:00,0,0,0,0,0
4102,8030,1982,Normal,Technic,Universal,Universal Set,8030-1,,141.0,,Box,Retail,,,,,,,1548,253,X,11,90.73,14.49,,,0,0,0,0,0
6596,8031,2008,Normal,Star Wars,The Clone Wars,V-19 Torrent,8031-1,3.99,66.0,,Polybag,Promotional,17.0,17.0,1.0,,,,3874,1770,X,38,9.48,4.97,01/06/2008 00:00:00,31/12/2009 00:00:00,0,0,0,0,0
4103,8032,1994,Normal,Technic,Universal,Multi Functional Starter Set,8032-1,26.5,215.0,,Box,Retail,,,,,,,1519,272,X,3,65.0,21.21,,,0,0,0,0,0
7030,8033,2009,Normal,Star Wars,The Clone Wars,General Grievous' Starfighter,8033-1,3.99,44.0,,Polybag,Promotional,17.0,14.0,0.0,,6.0,12.0,3282,1742,X,30,8.29,3.63,01/01/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
4104,8034,1989,Normal,Technic,Universal,Universal Set,8034-1,,187.0,,Box,Retail,,,,,,,1827,272,X,9,106.25,16.45,,,0,0,0,0,0
4105,8035,1986,Normal,Technic,Universal,Universal Set,8035-1,,174.0,,Box,Retail,,,,,,,1548,216,X,6,85.0,20.04,,,0,0,0,0,0
6937,8036,2009,Normal,Star Wars,The Clone Wars,Separatist Shuttle,8036-1,29.99,259.0,5.0,Box,{Not specified},38.2,26.2,5.65,0.47,7.0,12.0,12020,4482,X,106,126.98,52.49,01/06/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
6938,8037,2009,Normal,Star Wars,The Clone Wars,Anakin's Y-wing Starfighter,8037-1,59.99,570.0,3.0,Box,{Not specified},54.0,28.2,7.85,0.96,8.0,14.0,6948,5462,X,112,249.37,119.46,01/06/2009 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
6939,8038,2009,Normal,Star Wars,Episode VI,The Battle of Endor,8038-1,99.99,890.0,12.0,Box,Retail,58.2,37.8,8.7,1.54,9.0,14.0,13144,7847,X,183,276.47,151.62,01/06/2009 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
6940,8039,2009,Normal,Star Wars,The Clone Wars,Venator-class Republic Attack Cruiser,8039-1,119.99,1170.0,5.0,Box,{Not specified},58.2,37.8,8.7,1.95,9.0,14.0,8323,8399,X,89,504.67,211.68,01/06/2009 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
4107,8040,1984,Normal,Technic,Universal,Universal Set,8040-1,,163.0,,Box,Retail,,,,,,,2811,283,X,13,117.12,15.54,,,0,0,0,0,0
7575,8041,2010,Normal,Technic,,Race Truck,8041-1,59.99,608.0,,Box,Retail,48.0,28.2,6.1,,9.0,16.0,2036,1237,X,26,79.0,70.52,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
4108,8042,1993,Normal,Technic,Universal,Multi Model Pneumatic Set,8042-1,38.5,230.0,,Box,Retail,,,,,,,1761,358,X,13,125.38,34.81,,,0,0,0,0,0
7616,8043,2010,Normal,Technic,,Motorized Excavator,8043-1,199.99,1123.0,,Box,Retail,58.19,48.01,9.09,2.62,12.0,16.0,8573,3874,X,93,572.97,201.83,01/08/2010 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
4109,8044,1989,Normal,Technic,Universal,Universal Pneumatic Set,8044-1,,198.0,,Box,Retail,,,,,,,2097,321,X,4,63.75,27.13,,,0,0,0,0,0
7214,8045,2010,Normal,Technic,,Mini Telehandler,8045-1,10.99,117.0,,Box,Retail,19.1,14.1,4.6,0.2,7.0,14.0,2626,652,X,19,16.69,6.8,,,0,0,0,0,0
7215,8046,2010,Normal,Technic,,Helicopter,8046-1,19.99,152.0,,Box,Retail,26.19,19.1,6.1,0.3,8.0,14.0,2209,564,X,17,24.05,8.71,,,0,0,0,0,0
7216,8047,2010,Normal,Technic,,Compact Excavator,8047-1,24.99,252.0,,Box,Retail,28.19,26.19,6.4,0.47,8.0,14.0,2788,1110,X,36,44.63,17.23,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7217,8048,2010,Normal,Technic,,Buggy,8048-1,39.99,314.0,,Box,Retail,38.2,26.19,5.64,0.61,9.0,16.0,2420,895,X,42,55.44,33.75,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7218,8049,2010,Normal,Technic,,Tractor with Log Loader,8049-1,59.99,525.0,,Box,Retail,48.01,28.19,6.1,1.0,9.0,16.0,2510,1386,X,42,139.1,59.9,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
4111,8050,1982,Normal,Technic,Universal,Universal Motor Set,8050-1,,141.0,,Box,Retail,,,,,,,1042,259,X,4,105.21,38.99,,,0,0,0,0,0
7617,8051,2010,Normal,Technic,,Motorbike,8051-1,39.99,467.0,,Box,Retail,38.2,26.19,5.64,0.77,9.0,16.0,3600,1572,X,83,157.6,64.03,01/08/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7618,8052,2010,Normal,Technic,,Container Truck,8052-1,69.99,686.0,,Box,Retail,54.0,28.19,5.89,1.25,10.0,16.0,3601,1806,X,35,212.5,64.19,01/08/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7619,8053,2010,Normal,Technic,,Mobile Crane,8053-1,99.99,1289.0,,Box,Retail,58.19,37.8,8.71,2.03,11.0,16.0,3550,2517,X,50,237.28,93.51,01/08/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
4112,8054,1989,Normal,Technic,Universal,Universal Motor Set,8054-1,,196.0,,Box,Retail,,,,,,,607,292,X,5,148.29,42.61,,,0,0,0,0,0
4113,8055,1986,Normal,Technic,Universal,Universal Motor Set,8055-1,34.99,191.0,,Box,Retail,,,,,,,1259,250,X,10,200.0,25.9,,,0,0,0,0,0
4115,8062,1994,Normal,Technic,Universal,Briefcase Set,8062-1,68.0,403.0,,Other,Retail,,,,,,,1366,340,X,4,187.0,49.74,,,0,0,0,0,0
7203,8063,2009,Normal,Technic,,Tractor with Trailer,8063-1,99.99,1100.0,,Box,Retail,58.2,37.8,8.7,,10.0,16.0,1338,1683,X,21,272.18,255.0,01/09/2009 00:00:00,31/12/2009 00:00:00,0,0,0,0,0
4116,8064,1990,Normal,Technic,Universal,Universal Motor Set,8064-1,55.0,219.0,,Box,Retail,,,,,,,2069,286,X,12,72.25,45.92,,,0,0,0,0,0
8323,8065,2011,Normal,Technic,,Mini Container Truck,8065-1,10.99,119.0,,Box,Retail,19.1,14.1,4.6,0.18,7.0,14.0,4182,571,X,24,25.0,5.39,01/01/2011 00:00:00,31/07/2013 00:00:00,0,0,0,0,0
8324,8066,2011,Normal,Technic,,Off-Roader,8066-1,19.99,141.0,,Box,Retail,26.19,19.1,4.6,0.28,8.0,14.0,2862,634,X,15,20.59,6.97,01/01/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8325,8067,2011,Normal,Technic,,Mini Mobile Crane,8067-1,24.99,292.0,,Box,Retail,28.19,26.19,4.6,0.48,8.0,14.0,3034,810,X,19,93.03,23.4,01/01/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8326,8068,2011,Normal,Technic,,Rescue Helicopter,8068-1,39.99,408.0,,Box,Retail,38.2,26.19,4.7,0.65,9.0,16.0,3459,804,X,22,67.33,18.96,01/01/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8327,8069,2011,Normal,Technic,,Backhoe Loader,8069-1,59.99,609.0,,Box,Retail,48.01,28.19,7.39,1.05,10.0,16.0,3811,1510,X,57,104.75,58.56,01/01/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8328,8070,2011,Normal,Technic,,Super Car,8070-1,119.99,1281.0,,Box,Retail,58.2,37.8,8.7,,11.0,16.0,6052,2378,X,60,248.05,70.59,01/03/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8593,8071,2011,Normal,Technic,,Bucket Truck,8071-1,49.99,593.0,,Box,Retail,38.2,26.19,7.06,0.91,9.0,16.0,2615,936,X,13,78.44,28.06,01/08/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
4118,8074,1991,Normal,Technic,Universal,Universal Set with Flex System,8074-1,,313.0,,Box,Retail,,,,,,,1238,394,X,4,173.0,55.0,,,0,0,0,0,0
8594,8081,2011,Normal,Technic,,Extreme Cruiser,8081-1,59.99,590.0,,Box,Retail,48.0,28.2,7.4,,9.0,16.0,1863,1561,X,11,136.75,60.47,01/06/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
4120,8082,1993,Normal,Technic,Universal,Multi Model Control Set,8082-1,99.0,459.0,,Box,Retail,,,,,,,985,407,X,15,351.88,112.53,,,0,0,0,0,0
7208,8083,2010,Normal,Star Wars,Episode V,Rebel Trooper Battle Pack,8083-1,11.99,79.0,4.0,Box,{Not specified},19.1,14.1,4.6,0.13,6.0,12.0,24902,3456,X,194,30.23,13.72,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7206,8084,2010,Normal,Star Wars,Episode V,Snowtrooper Battle Pack,8084-1,11.99,74.0,4.0,Box,{Not specified},19.1,14.1,4.6,0.11,6.0,12.0,26385,3784,X,177,30.73,12.73,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7207,8085,2010,Normal,Star Wars,The Clone Wars,Freeco Speeder,8085-1,24.99,177.0,2.0,Box,{Not specified},28.19,26.19,6.4,0.36,7.0,12.0,13251,3757,X,116,59.81,21.44,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7209,8086,2010,Normal,Star Wars,The Clone Wars,Droid Tri-Fighter,8086-1,24.99,268.0,3.0,Box,{Not specified},28.19,26.19,6.4,0.38,7.0,12.0,12328,3835,X,71,98.23,33.38,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7211,8087,2010,Normal,Star Wars,Legends,TIE Defender,8087-1,49.99,304.0,2.0,Box,{Not specified},35.41,37.8,7.06,0.69,8.0,14.0,7363,5844,X,82,162.36,76.45,01/01/2010 00:00:00,31/07/2011 00:00:00,0,0,0,0,0
7212,8088,2010,Normal,Star Wars,Episode III,ARC-170 Starfighter,8088-1,59.99,396.0,4.0,Box,{Not specified},54.0,28.19,5.89,0.92,8.0,14.0,12447,7140,X,169,311.46,122.14,01/01/2010 00:00:00,31/07/2012 00:00:00,0,0,0,0,0
7576,8089,2010,Normal,Star Wars,Episode V,Hoth Wampa Cave,8089-1,39.99,297.0,3.0,Box,{Not specified},38.2,26.19,5.64,0.59,7.0,12.0,15757,5434,X,149,134.0,64.04,01/06/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
4122,8090,1982,Normal,Technic,Universal,Universal Set,8090-1,,266.0,,Box,Retail,,,,,,,376,284,X,0,276.25,79.15,,,0,0,0,0,0
7570,8091,2010,Normal,Star Wars,Episode III,Republic Swamp Speeder,8091-1,29.99,176.0,5.0,Box,Retail,38.2,26.2,5.7,,7.0,12.0,7758,4050,X,104,62.19,35.08,01/01/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7213,8092,2010,Normal,Star Wars,Episode IV,Luke's Landspeeder,8092-1,24.99,163.0,6.0,Box,Retail,28.2,26.2,4.6,,7.0,12.0,20159,3820,X,197,41.37,21.36,01/01/2010 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
7577,8093,2010,Normal,Star Wars,The Clone Wars,Plo Koon's Jedi Starfighter,8093-1,24.99,175.0,2.0,Box,{Not specified},28.19,26.19,6.4,0.3,7.0,12.0,15125,4805,X,77,148.48,51.26,01/06/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
4123,8094,1990,Normal,Technic,Universal,Control Centre,8094-1,,546.0,,Box,Retail,,,,,,,2134,745,X,21,426.78,173.02,,,0,0,0,0,0
7578,8095,2010,Normal,Star Wars,The Clone Wars,General Grievous' Starfighter,8095-1,49.99,454.0,3.0,Box,Retail,48.01,28.19,6.1,0.78,8.0,14.0,12507,4992,X,92,128.02,55.52,01/06/2010 00:00:00,31/07/2012 00:00:00,0,0,0,0,0
7579,8096,2010,Normal,Star Wars,Episode III,Emperor Palpatine's Shuttle,8096-1,59.99,592.0,4.0,Box,{Not specified},54.0,28.19,5.89,1.1,9.0,14.0,9578,5512,X,85,171.14,57.74,01/06/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7580,8097,2010,Normal,Star Wars,Episode V,Slave I,8097-1,79.99,573.0,3.0,Box,{Not specified},48.01,37.8,7.06,1.06,9.0,14.0,12399,6077,X,128,184.95,78.43,01/06/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7581,8098,2010,Normal,Star Wars,The Clone Wars,Clone Turbo Tank,8098-1,119.99,1141.0,6.0,Box,{Not specified},58.19,37.8,8.71,1.88,9.0,14.0,8584,6224,X,69,440.07,226.05,01/06/2010 00:00:00,31/07/2012 00:00:00,0,0,0,0,0
7642,8099,2010,Normal,Star Wars,Episode IV,Midi-scale Imperial Star Destroyer,8099-1,39.99,423.0,,Box,Retail,38.2,26.2,5.7,,9.0,14.0,5000,3604,X,42,114.06,59.99,01/08/2010 00:00:00,31/12/2010 00:00:00,0,0,0,0,0
8595,8109,2011,Normal,Technic,,Flatbed Truck,8109-1,99.99,1115.0,,Box,Retail,48.0,37.8,7.1,,10.0,16.0,4047,2402,X,22,221.87,120.26,01/08/2011 00:00:00,31/12/2012 00:00:00,0,0,0,0,0
8596,8110,2011,Normal,Technic,Licensed,Mercedes-Benz Unimog U 400,8110-1,199.99,2048.0,,Box,Retail,58.2,48.0,9.1,,11.0,16.0,8612,3157,X,81,299.06,151.95,01/08/2011 00:00:00,31/12/2013 00:00:00,0,0,0,0,0
7721,8128,2010,Normal,Star Wars,The Clone Wars,Cad Bane's Speeder,8128-1,49.99,318.0,5.0,Box,Retail,48.0,28.2,6.1,,7.0,12.0,6836,5153,X,87,118.01,92.55,01/08/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
7645,8129,2010,Normal,Star Wars,Episode V,AT-AT Walker,8129-1,109.99,815.0,8.0,Box,Retail,58.2,37.8,8.7,,9.0,14.0,5753,6323,X,44,238.21,101.49,01/08/2010 00:00:00,31/12/2011 00:00:00,0,0,0,0,0
4136,8202,1998,Normal,Technic,Competition,Bungee Chopper,8202-1,7.0,72.0,,Box,Retail,19.2,9.6,4.8,,,,1886,188,X,4,31.99,6.02,01/01/1998 00:00:00,31/12/1999 00:00:00,0,0,0,0,0
4137,8203,1998,Normal,Technic,Microtechnic,Rover Discovery,8203-1,,38.0,,Box,Retail,9.6,9.6,4.8,,,,587,176,X,0,12.78,2.27,01/04/1998 00:00:00,31/12/1998 00:00:00,0,0,0,0,0
4138,8204,1998,Normal,Technic,Microtechnic,Sky Flyer 1,8204-1,,41.0,,Box,Retail,9.6,9.6,4.8,,,,456,179,X,4,13.81,2.75,01/04/1998 00:00:00,31/12/1998 00:00:00,0,0,0,0,0
4139,8205,1997,Normal,Technic,,Bungee Blaster,8205-1,7.0,64.0,,Box,Retail,19.2,9.6,4.8,,,,2729,207,X,4,15.0,8.22,01/01/1997 00:00:00,31/12/1999 00:00:00,0,0,0,0,0
4140,8207,1996,Normal,Technic,,Dune Duster,8207-1,8.0,86.0,,Box,Retail,14.4,14.4,4.8,,,,3072,268,X,20,21.59,7.87,01/01/1996 00:00:00,31/12/1998 00:00:00,0,0,0,0,0
4141,8208,1998,Normal,Technic,Microtechnic,Custom Cruiser,8208-1,,53.0,,Box,Retail,14.4,9.6,4.8,,,,862,314,X,4,19.0,6.28,01/04/1998 00:00:00,31/12/1998 00:00:00,0,0,0,0,0
4142,8209,1998,Normal,Technic,Microtechnic,Future F1,8209-1,,49.0,,Box,Retail,14.4,9.6,4.8,,,,642,234,X,5,19.99,4.94,01/04/1998 00:00:00,31/12/1999 00:00:00,0,0,0,0,0
4144,8210,1995,Normal,Technic,,Nitro GTX bike,8210-1,20.0,86.0,,Box,Retail,,,,,,,3576,275,X,4,49.15,5.95,,,0,0,0,0,0
4145,8213,1998,Normal,Technic,,Spy Runner,8213-1,10.0,98.0,,Box,Retail,19.2,14.4,4.8,,,,1432,186,X,5,25.05,7.87,01/01/1998 00:00:00,31/12/1999 00:00:00,0,0,0,0,0
4146,8215,1997,Normal,Technic,,Gyro Copter,8215-1,8.0,108.0,,Box,Retail,14.4,14.4,4.8,,,,1347,202,X,0,26.68,5.95,01/01/1997 00:00:00,31/12/1999 00:00:00,0,0,0,0,0
4147,8216,1997,Normal,Technic,,Turbo 1,8216-1,10.0,91.0,,Box,Retail,19.2,14.4,4.8,,,,2008,236,X,9,29.41,7.57,01/01/1997 00:00:00,31/12/1999 00:00:00,0,0,0,0,0
