SetID,Number,YearFrom,Category,Theme,Subtheme,SetName,ImageFilename,USRetailPrice,Pieces,Minifigs,PackagingType,Availability,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,LaunchYear,LaunchMonth,ExitYear,ExitMonth,YearsSinceExit,PriceChange,ResaleDemand,AppreciationTrend,SizeCategory,Exclusivity,ThemePopularity,InvestmentScore,AnnualPriceIncrease,AnnualPercentageIncrease,PricePerPiece,PricePerMinifig,YearsOnMarket,InteractionFeature,PredictedInvestmentScore
50647,31170,2025,Normal,Creator,3 in 1,Pink Flamingo,31170-1,24.99,288.0,0.0,Box,Retail,19.1,26.2,6.1,0.0,8.0,0.0,18,914,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.08677083333333332,0.0,1,0.08677083333333332,-7.408293236028453
50895,21271,2025,Normal,Minecraft,Minifig-scale,The Trial Chamber,21271-1,39.99,322.0,0.0,Box,Retail,0.0,0.0,0.0,0.0,8.0,0.0,4,283,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.12419254658385094,0.0,1,0.12419254658385094,-7.408293236028453
50852,31164,2025,Normal,Creator,3 in 1,Space Robot,31164-1,24.99,281.0,0.0,Box,Retail,26.2,19.1,4.6,0.0,8.0,0.0,182,400,0,15.3,0.0,2025,1,2026,12,0,-38.77551020408163,0.0,0.0,1,0,0.0,-15.51020408163265,0.0,0.0,0.088932384341637,0.0,1,0.088932384341637,-7.408293236028453
50836,42198,2025,Normal,Technic,Unknown,Bush Plane,42198-1,27.99,333.0,0.0,Box,Retail,26.2,14.1,9.1,0.436,8.0,0.0,220,382,7,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.08405405405405406,0.0,1,0.08405405405405406,-7.408293236028453
50654,43262,2025,Normal,Disney,Dresses,Maleficent's and Cruella De Vil's Dresses,43262-1,69.99,524.0,0.0,Box,Retail,26.2,28.2,5.9,0.0,9.0,0.0,9,177,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.13356870229007634,0.0,1,0.13356870229007634,-7.409830710767598
51158,21282,2025,Normal,Minecraft,Minifig-scale,The Parrot Houses,21282-1,69.99,535.0,0.0,Box,Retail,0.0,0.0,0.0,0.0,8.0,0.0,2,113,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.13082242990654205,0.0,1,0.13082242990654205,-7.409830710767598
50784,71048,2025,Normal,Collectable Minifigures,Series 27,Pterodactyl Costume Fan,71048-6,4.99,5.0,1.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,2296,435,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.998,4.99,0,0.0,-7.417658854660985
50663,10444,2025,Normal,Duplo,Unknown,Creative Garden & Flowers,10444-1,19.99,45.0,0.0,Box,Retail,35.4,19.1,11.8,0.0,2.0,0.0,10,19,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.4442222222222222,0.0,1,0.4442222222222222,-7.419028529002835
48818,76966,2024,Normal,Jurassic World,Chaos Theory,Dinosaur Missions: Allosaurus Transport Truck,76966-1,89.99,588.0,4.0,Box,Retail,45.6,28.2,7.2,0.0,8.0,0.0,493,774,0,82.03,0.0,2024,1,2025,12,0,-8.845427269696627,0.0,0.0,1,0,0.0,-3.538170907878651,0.0,0.0,0.15304421768707482,22.4975,1,0.15304421768707482,-7.421171021523709
48507,71811,2024,Normal,Ninjago,Dragons Rising Season 2,Arin's Ninja Off-Road Buggy Car,71811-1,49.99,267.0,4.0,Box,Retail,28.2,26.2,7.6,0.0,7.0,0.0,406,345,0,53.98,0.0,2024,1,2025,12,0,7.981596319263843,0.0,0.0,1,0,0.0,3.192638527705537,0.0,0.0,0.18722846441947566,12.4975,1,0.18722846441947566,-7.421171021523709
48981,43244,2024,Normal,Disney,Frozen,Elsa's Ice Palace,43244-1,99.99,630.0,4.0,Box,Retail,37.8,35.4,7.1,1.119,6.0,0.0,108,198,0,79.83,0.0,2024,1,2025,12,0,-20.16201620162016,0.0,0.0,1,0,0.0,-8.064806480648064,0.0,0.0,0.1587142857142857,24.9975,1,0.1587142857142857,-7.421171021523709
48906,60409,2024,Normal,City,Construction,Mobile Construction Crane,60409-1,109.99,1116.0,4.0,Box,Retail,47.7,37.4,9.0,1.924,9.0,0.0,1396,1734,5,87.81,0.0,2024,1,2026,7,0,-20.165469588144372,0.0,0.0,2,0,0.0,-8.066187835257749,0.0,0.0,0.09855734767025089,27.4975,2,0.19711469534050177,-7.421171021523709
50878,42652,2025,Normal,Friends,Tree Houses,Friendship Tree House Hangout,42652-1,69.99,701.0,4.0,Box,Retail,37.8,35.4,7.1,0.0,8.0,0.0,28,158,0,0.0,0.0,2025,1,2028,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.09984308131241083,17.4975,3,0.2995292439372325,-7.424798184661441
48908,60423,2024,Normal,City,Trains,Downtown Streetcar and Station,60423-1,89.99,811.0,6.0,Box,Retail,53.4,27.8,7.6,1.599,7.0,0.0,1223,1559,4,63.32,0.0,2024,1,2026,12,0,-29.6366262918102,0.0,0.0,1,0,0.0,-11.85465051672408,0.0,0.0,0.11096177558569667,14.998333333333333,2,0.22192355117139334,-7.424798184661441
48922,42623,2024,Normal,Friends,Beach,Beach Water Scooter,42623-1,9.99,84.0,2.0,Box,Retail,19.1,14.1,4.6,0.0,5.0,0.0,316,129,0,8.75,0.0,2024,1,2025,12,0,-12.412412412412417,0.0,0.0,0,0,0.0,-4.964964964964967,0.0,0.0,0.11892857142857143,4.995,1,0.11892857142857143,-7.426509396699901
48921,42625,2024,Normal,Friends,Beach,Beach Smoothie Stand,42625-1,19.99,213.0,2.0,Box,Retail,26.2,19.1,4.6,0.0,0.0,0.0,229,153,4,0.0,11.0,2024,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.09384976525821595,9.995,1,0.09384976525821595,-7.426509396699901
50862,71827,2025,Normal,Ninjago,Dragons Rising Season 3,Zane's Battle Suit Mech,71827-1,9.99,92.0,3.0,Box,Retail,14.1,12.2,4.6,0.0,0.0,0.0,506,361,5,9.71,0.0,2025,1,2026,12,0,-2.802802802802796,0.0,0.0,0,0,0.0,-1.1211211211211185,0.0,0.0,0.10858695652173914,3.33,1,0.10858695652173914,-7.426509396699901
50892,21268,2025,Normal,Minecraft,Minifig-scale,The Baby Pig House,21268-1,19.99,238.0,2.0,Box,Retail,26.2,14.1,7.2,0.0,7.0,0.0,129,245,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.08399159663865545,9.995,1,0.08399159663865545,-7.426509396699901
48894,21259,2024,Normal,Minecraft,Minifig-scale,The Pirate Ship Voyage ,21259-1,14.99,166.0,2.0,Box,Retail,26.2,14.1,6.1,0.0,8.0,0.0,824,325,10,13.24,0.0,2024,1,2025,12,0,-11.674449633088726,0.0,0.0,0,0,0.0,-4.66977985323549,0.0,0.0,0.09030120481927711,7.495,1,0.09030120481927711,-7.426509396699901
50490,43260,2025,Normal,Disney,Moana 2,Moana's Island Fun,43260-1,19.99,175.0,2.0,Box,Retail,20.5,19.1,6.1,0.0,5.0,0.0,51,137,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.11422857142857142,9.995,1,0.11422857142857142,-7.426509396699901
48631,21253,2024,Normal,Minecraft,Minifig-scale,The Animal Sanctuary,21253-1,19.99,206.0,2.0,Box,Retail,0.0,0.0,0.0,0.0,7.0,0.0,844,325,4,15.84,0.0,2024,1,2025,12,0,-20.76038019009504,0.0,0.0,0,0,0.0,-8.304152076038017,0.0,0.0,0.09703883495145631,9.995,1,0.09703883495145631,-7.426509396699901
50861,71826,2025,Normal,Ninjago,Dragon Spinjitzu,Dragon Spinjitzu Battle Pack,71826-1,19.99,186.0,2.0,Box,Retail,25.6,23.0,11.0,0.0,0.0,0.0,207,282,0,16.55,0.0,2025,1,2026,12,0,-17.208604302151066,0.0,0.0,0,0,0.0,-6.883441720860427,0.0,0.0,0.10747311827956989,9.995,1,0.10747311827956989,-7.426509396699901
48900,21266,2025,Normal,Minecraft,Minifig-scale,The Nether Lava Battle,21266-1,9.99,99.0,3.0,Box,Retail,14.1,12.2,4.6,0.0,0.0,0.0,261,311,5,9.02,0.0,2025,1,2026,12,0,-9.709709709709715,0.0,0.0,0,0,0.0,-3.883883883883886,0.0,0.0,0.1009090909090909,3.33,1,0.1009090909090909,-7.426509396699901
48444,42610,2024,Normal,Friends,Music,Karaoke Music Party,42610-1,19.99,196.0,2.0,Box,Retail,26.2,19.1,4.6,0.0,0.0,0.0,300,150,0,18.42,0.0,2024,1,2025,12,0,-7.853926963481725,0.0,0.0,0,0,0.0,-3.14157078539269,0.0,0.0,0.10198979591836733,9.995,1,0.10198979591836733,-7.426509396699901
50825,40792,2025,Normal,BrickHeadz,Disney,Dumbo,40792-1,9.99,176.0,0.0,Box,LEGO exclusive,12.2,14.1,6.1,0.0,10.0,0.0,542,633,0,10.49,0.0,2025,1,2025,12,0,5.005005005005005,0.0,0.0,0,0,0.0,2.002002002002002,0.0,0.0,0.05676136363636364,0.0,0,0.0,-7.427323172845005
50826,40797,2025,Normal,BrickHeadz,Disney,Eeyore,40797-1,9.99,156.0,0.0,Box,LEGO exclusive,12.2,14.1,6.1,0.0,10.0,0.0,528,692,0,12.25,0.0,2025,1,2025,12,0,22.62262262262262,0.0,0.0,0,0,0.0,9.04904904904905,0.0,0.0,0.06403846153846154,0.0,0,0.0,-7.427323172845005
50830,31165,2025,Normal,Creator,3 in 1,Panda Family,31165-1,39.99,626.0,0.0,Box,Retail,28.2,26.2,7.6,0.0,8.0,0.0,573,981,0,35.22,0.0,2025,1,2028,12,0,-11.927981995498882,0.0,0.0,1,0,0.0,-4.771192798199553,0.0,0.0,0.0638817891373802,0.0,3,0.1916453674121406,-7.429502335442217
48391,11036,2024,Normal,Classic,Creative,Creative Vehicles,11036-1,54.99,900.0,0.0,Box,Retail,38.2,26.2,9.4,0.0,5.0,0.0,187,208,0,42.04,0.0,2024,1,2027,12,0,-23.549736315693767,0.0,0.0,1,0,0.0,-9.419894526277508,0.0,0.0,0.0611,0.0,3,0.18330000000000002,-7.429502335442217
50642,60463,2025,Normal,City,Fire,Fire Truck,60463-1,19.99,82.0,0.0,Box,Retail,26.2,19.1,4.6,0.0,4.0,0.0,46,135,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.24378048780487804,0.0,1,0.24378048780487804,-7.4321136231544935
48730,11038,2024,Normal,Classic,Creative Box,Vibrant Creative Brick Box,11038-1,59.99,850.0,0.0,Tub,Retail,37.0,26.2,18.0,0.0,4.0,0.0,93,140,0,50.0,0.0,2024,1,2027,12,0,-16.6527754625771,0.0,0.0,1,0,0.0,-6.66111018503084,0.0,0.0,0.0705764705882353,0.0,3,0.2117294117647059,-7.433129498579948
50662,10445,2025,Normal,Duplo,Formula 1,F1 Team Racing Cars & Drivers,10445-1,44.99,70.0,0.0,Box,Retail,54.0,28.2,7.9,0.0,2.0,0.0,23,66,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.6427142857142858,0.0,1,0.6427142857142858,-7.4359086923789555
50913,10440,2025,Normal,Duplo,Unknown,Balancing & Stacking Tree,10440-1,19.99,27.0,0.0,Box,Retail,26.2,28.2,9.6,0.0,0.0,0.0,14,15,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.7403703703703703,0.0,1,0.7403703703703703,-7.4359086923789555
50665,10449,2025,Normal,Duplo,First Time,First Time: Visit with the Doctor ,10449-1,39.99,65.0,0.0,Box,Retail,38.2,26.2,11.8,0.0,2.0,0.0,10,17,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.6152307692307692,0.0,1,0.6152307692307692,-7.4359086923789555
50666,10452,2025,Normal,Duplo,Peppa Pig,Camping Trip,10452-1,19.99,32.0,0.0,Box,Retail,0.0,0.0,0.0,0.0,2.0,0.0,4,10,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.6246875,0.0,1,0.6246875,-7.4359086923789555
50668,10454,2025,Normal,Duplo,Mickey Mouse Clubhouse,Mickey Mouse Clubhouse & Car ,10454-1,19.99,27.0,0.0,Box,Retail,0.0,0.0,0.0,0.0,2.0,0.0,4,31,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.7403703703703703,0.0,1,0.7403703703703703,-7.4359086923789555
48433,10423,2024,Normal,Duplo,Understanding Feelings,Buildable People with Big Emotions,10423-1,49.99,71.0,0.0,Box,Retail,37.8,35.4,11.8,0.0,3.0,0.0,30,27,0,0.0,0.0,2024,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.7040845070422536,0.0,1,0.7040845070422536,-7.4359086923789555
48424,10413,2024,Normal,Duplo,Daily Routines,Daily Routines: Bath Time,10413-1,9.99,15.0,0.0,Box,Retail,20.5,19.1,9.2,0.0,0.0,0.0,160,34,0,8.31,0.0,2024,1,2025,12,0,-16.81681681681681,0.0,0.0,0,0,0.0,-6.726726726726724,0.0,0.0,0.666,0.0,1,0.666,-7.4359086923789555
48821,71816,2024,Normal,Ninjago,Dragons Rising Season 2,Zane's Ice Motorcycle,71816-1,9.99,84.0,1.0,Box,Retail,19.1,14.1,4.6,0.0,7.0,0.0,672,246,3,9.82,0.0,2024,1,2025,12,0,-1.7017017017017009,0.0,0.0,0,0,0.0,-0.6806806806806804,0.0,0.0,0.11892857142857143,9.99,1,0.11892857142857143,-7.436721350602194
50893,21269,2025,Normal,Minecraft,Minifig-scale,The Armadillo Mine Expedition,21269-1,29.99,247.0,1.0,Box,Retail,26.2,19.1,6.1,0.0,8.0,0.0,142,290,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.121417004048583,29.99,1,0.121417004048583,-7.436721350602194
50827,40798,2025,Normal,BrickHeadz,Disney,Red Panda Mei,40798-1,9.99,121.0,0.0,Box,LEGO exclusive,12.2,14.1,6.1,0.0,10.0,0.0,359,468,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.08256198347107438,0.0,0,0.0,-7.44168527499785
50664,10447,2025,Normal,Duplo,Unknown,Ambulance Driver ,10447-1,19.99,19.0,0.0,Box,Retail,26.2,19.1,9.1,0.0,2.0,0.0,22,26,0,0.0,0.0,2025,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,1.0521052631578947,0.0,0,0.0,-7.441950963770838
48926,31158,2024,Normal,Creator,3 in 1,Sea Animals,31158-1,29.99,421.0,0.0,Box,Retail,26.0,22.0,6.0,0.576,8.0,0.0,768,679,0,23.29,0.0,2024,1,2026,7,0,-22.340780260086696,0.0,0.0,1,0,0.0,-8.936312104034679,0.0,0.0,0.07123515439429928,0.0,2,0.14247030878859857,-7.443864437595064
50644,11040,2025,Normal,Classic,Bricks,Magical Transparent Box,11040-1,24.99,340.0,0.0,Box,Retail,0.0,0.0,0.0,0.0,5.0,0.0,5,216,0,0.0,0.0,2025,1,2027,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.0735,0.0,2,0.147,-7.443864437595064
48750,31155,2024,Normal,Creator,3 in 1,Hamster Wheel,31155-1,29.99,416.0,0.0,Box,Retail,26.2,22.2,7.6,0.651,8.0,0.0,654,509,0,34.72,0.0,2024,1,2026,7,0,15.771923974658222,0.0,0.0,1,0,0.0,6.308769589863289,0.0,0.0,0.07209134615384614,0.0,2,0.1441826923076923,-7.443864437595064
50721,42205,2025,Normal,Technic,Licensed,Chevrolet Corvette Stingray,42205-1,59.99,732.0,0.0,Box,Retail,38.2,26.2,7.05,0.0,9.0,0.0,21,596,0,0.0,0.0,2025,1,2027,1,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.08195355191256831,0.0,2,0.16390710382513662,-7.443864437595064
50855,60454,2025,Normal,City,Great Vehicles,Holiday Camper Van,60454-1,29.99,385.0,0.0,Box,Retail,26.2,22.2,7.6,0.602,6.0,0.0,671,1256,5,21.53,0.0,2025,1,2027,12,0,-28.20940313437812,0.0,0.0,1,0,0.0,-11.28376125375125,0.0,0.0,0.0778961038961039,0.0,2,0.1557922077922078,-7.443864437595064
50720,42204,2025,Normal,Technic,Fast & Furious,Fast & Furious Toyota Supra MK4,42204-1,59.99,810.0,0.0,Box,Unknown,38.2,26.2,7.05,0.0,9.0,0.0,16,640,0,0.0,0.0,2025,1,2027,1,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.07406172839506173,0.0,2,0.14812345679012345,-7.443864437595064
50832,71829,2025,Normal,Ninjago,Dragons Rising Season 3,Lloyd's Green Forest Dragon,71829-1,19.99,128.0,2.0,Box,Retail,26.2,14.1,4.8,0.0,0.0,0.0,303,497,5,17.49,0.0,2025,1,2026,12,0,-12.506253126563283,0.0,0.0,0,0,0.0,-5.002501250625314,0.0,0.0,0.156171875,9.995,1,0.156171875,-7.444551304831341
48500,71804,2024,Normal,Ninjago,Dragons Rising Season 2,Arin's Battle Mech,71804-1,15.99,104.0,2.0,Box,Retail,20.5,19.1,4.6,0.0,4.0,0.0,384,221,0,13.42,0.0,2024,1,2025,12,0,-16.072545340838026,0.0,0.0,0,0,0.0,-6.429018136335211,0.0,0.0,0.15375,7.995,1,0.15375,-7.444551304831341
48911,60435,2024,Normal,City,Traffic,Tow Truck,60435-1,19.99,101.0,2.0,Box,Retail,26.2,19.1,6.1,0.367,4.0,0.0,303,332,0,16.23,0.0,2024,1,2025,12,0,-18.809404702351166,0.0,0.0,0,0,0.0,-7.523761880940467,0.0,0.0,0.1979207920792079,9.995,1,0.1979207920792079,-7.444551304831341
50898,71828,2025,Normal,Ninjago,Dragons Rising Season 3,Lloyd's Pull-Back Race Car,71828-1,24.99,181.0,2.0,Box,Retail,0.0,0.0,0.0,0.0,7.0,0.0,123,203,0,20.08,0.0,2025,1,2026,12,0,-19.647859143657463,0.0,0.0,0,0,0.0,-7.859143657462986,0.0,0.0,0.13806629834254142,12.495,1,0.13806629834254142,-7.444551304831341
48455,42634,2024,Normal,Friends,Horseback Riding,Horse and Pony Trailer,42634-1,19.99,105.0,2.0,Box,Retail,20.5,19.1,4.6,0.254,4.0,0.0,241,158,0,17.0,0.0,2024,1,2025,12,0,-14.957478739369678,0.0,0.0,0,0,0.0,-5.982991495747871,0.0,0.0,0.19038095238095237,9.995,1,0.19038095238095237,-7.444551304831341
48923,42635,2024,Normal,Friends,Pets,Dog-Grooming Car ,42635-1,9.99,60.0,2.0,Box,Retail,14.1,12.2,6.1,0.0,4.0,0.0,264,101,0,12.36,0.0,2024,1,2025,12,0,23.723723723723715,0.0,0.0,0,0,0.0,9.489489489489486,0.0,0.0,0.1665,4.995,1,0.1665,-7.444551304831341
50886,43265,2025,Normal,Disney,Frozen,Arendelle Frozen Castle,43265-1,29.99,177.0,3.0,Box,Retail,19.1,26.2,6.1,0.0,5.0,0.0,32,86,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.16943502824858755,9.996666666666666,1,0.16943502824858755,-7.444551304831341
50880,42663,2025,Normal,Friends,Great Outdoors,Friendship Camper Van Adventure,42663-1,59.99,778.0,0.0,Box,Retail,45.6,28.2,6.1,0.0,7.0,0.0,60,258,0,0.0,0.0,2025,1,2028,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.07710796915167095,0.0,3,0.23132390745501286,-7.4474916007327945
48389,11034,2024,Normal,Classic,Creative,Creative Pets,11034-1,34.99,450.0,0.0,Box,Retail,28.2,26.2,5.9,0.0,5.0,0.0,189,135,0,0.0,0.0,2024,1,2027,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.07775555555555556,0.0,3,0.23326666666666668,-7.4474916007327945
48392,11037,2024,Normal,Classic,Creative,Creative Space Planets,11037-1,34.99,450.0,0.0,Box,Retail,28.2,26.2,7.6,0.0,5.0,0.0,275,173,0,0.0,0.0,2024,1,2027,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.07775555555555556,0.0,3,0.23326666666666668,-7.4474916007327945
50901,11041,2025,Normal,Classic,Creative,Creative Dinosaurs,11041-1,34.99,450.0,0.0,Box,Retail,28.2,26.2,7.6,0.0,5.0,0.0,27,106,0,24.92,0.0,2025,1,2028,12,0,-28.77965132895113,0.0,0.0,1,0,0.0,-11.511860531580451,0.0,0.0,0.07775555555555556,0.0,3,0.23326666666666668,-7.4474916007327945
48384,60429,2024,Normal,City,Space,Spaceship and Asteroid Discovery,60429-1,19.99,126.0,3.0,Box,Retail,26.2,19.1,4.6,0.386,4.0,0.0,1853,817,14,15.0,0.0,2024,1,2026,7,0,-24.962481240620303,0.0,0.0,0,0,0.0,-9.984992496248124,0.0,0.0,0.15865079365079363,6.663333333333333,2,0.31730158730158725,-7.448178467969071
48985,43254,2024,Normal,Disney,Ariel,Ariel's Crystal Cavern,43254-1,29.99,141.0,2.0,Box,Retail,26.2,19.1,7.2,0.0,4.0,0.0,105,117,0,0.0,0.0,2024,1,2025,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.2126950354609929,14.995,1,0.2126950354609929,-7.448178467969071
48409,43238,2024,Normal,Disney,Frozen II,Elsa's Frozen Castle,43238-1,44.99,163.0,2.0,Box,Retail,28.2,26.2,7.6,0.573,4.0,0.0,124,156,0,37.36,0.0,2024,1,2025,12,0,-16.959324294287626,0.0,0.0,0,0,0.0,-6.783729717715051,0.0,0.0,0.2760122699386503,22.495,1,0.2760122699386503,-7.448178467969071
50887,43256,2025,Normal,Disney,Frozen,Anna's Sleigh Adventure,43256-1,39.99,192.0,3.0,Box,Retail,26.2,22.2,6.2,0.0,4.0,0.0,31,116,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.20828125,13.33,1,0.20828125,-7.448178467969071
48471,76963,2024,Normal,Jurassic World,Camp Cretaceous,Baby Dinosaur Rescue Centre,76963-1,39.99,139.0,2.0,Box,Retail,26.2,22.2,6.2,0.0,4.0,0.0,816,789,5,36.65,0.0,2024,1,2025,12,0,-8.352088022005509,0.0,0.0,0,0,0.0,-3.3408352088022037,0.0,0.0,0.2876978417266187,19.995,1,0.2876978417266187,-7.448178467969071
50800,60442,2025,Normal,City,Formula 1,F1 Driver with McLaren Race Car,60442-1,12.99,86.0,1.0,Box,Retail,15.7,14.1,4.5,0.0,0.0,0.0,373,494,0,0.0,0.0,2025,1,2026,12,0,-100.0,0.0,0.0,0,0,0.0,-40.0,0.0,0.0,0.15104651162790697,12.99,1,0.15104651162790697,-7.4547632587336325
48489,21251,2024,Normal,Minecraft,Minifig-scale,Steve's Desert Expedition,21251-1,10.99,75.0,1.0,Box,Retail,14.1,12.2,4.6,0.0,0.0,0.0,1474,353,13,10.83,0.0,2024,1,2025,12,0,-1.45586897179254,0.0,0.0,0,0,0.0,-0.582347588717016,0.0,0.0,0.14653333333333335,10.99,1,0.14653333333333335,-7.4547632587336325
48978,43235,2024,Normal,Disney,Ariel,Ariel's Music Stage,43235-1,15.99,60.0,1.0,Box,Retail,15.7,14.1,6.1,0.0,4.0,0.0,160,101,0,12.86,0.0,2024,1,2025,12,0,-19.574734208880553,0.0,0.0,0,0,0.0,-7.829893683552221,0.0,0.0,0.2665,15.99,1,0.2665,-7.458390421871365
48924,31151,2024,Normal,Creator,3 in 1,T. rex,31151-1,59.99,626.0,0.0,Box,Retail,38.2,26.2,5.7,0.927,9.0,0.0,686,892,0,45.62,0.0,2024,1,2026,12,0,-23.95399233205535,0.0,0.0,1,0,0.0,-9.58159693282214,0.0,0.0,0.09583067092651758,0.0,2,0.19166134185303516,-7.46303745334262
48915,42626,2024,Normal,Friends,Adventure Camp,Adventure Camp Water Sports,42626-1,69.99,628.0,3.0,Box,Retail,45.6,28.2,6.1,0.0,7.0,0.0,157,207,0,61.98,0.0,2024,1,2025,12,0,-11.444492070295755,0.0,0.0,1,0,0.0,-4.577796828118302,0.0,0.0,0.11144904458598726,23.33,1,0.11144904458598726,-7.463243331685934
48377,60412,2024,Normal,City,Fire,4x4 Fire Truck with Rescue Boat,60412-1,34.99,301.0,3.0,Box,Retail,35.4,19.1,5.9,0.541,5.0,0.0,714,538,0,21.11,0.0,2024,1,2025,12,0,-39.66847670763076,0.0,0.0,1,0,0.0,-15.867390683052305,0.0,0.0,0.11624584717607975,11.663333333333334,1,0.11624584717607975,-7.463243331685934
48979,43240,2024,Normal,Disney,Sleeping Beauty,Maleficent's Dragon Form and Aurora's Castle,43240-1,69.99,583.0,2.0,Box,Retail,38.2,26.2,5.7,0.0,7.0,0.0,433,522,0,58.25,0.0,2024,1,2025,7,0,-16.77382483211887,0.0,0.0,1,0,0.0,-6.709529932847548,0.0,0.0,0.12005145797598626,34.995,1,0.12005145797598626,-7.463243331685934
48898,21264,2024,Normal,Minecraft,Minifig-scale,The Ender Dragon and End Ship,21264-1,79.99,657.0,3.0,Box,Retail,45.6,28.2,6.1,0.0,8.0,0.0,277,456,0,73.88,0.0,2024,1,2025,12,0,-7.638454806850856,0.0,0.0,1,0,0.0,-3.0553819227403425,0.0,0.0,0.1217503805175038,26.66333333333333,1,0.1217503805175038,-7.463243331685934
48897,21263,2024,Normal,Minecraft,Minifig-scale,The Badlands Mineshaft,21263-1,59.99,538.0,3.0,Box,Retail,38.2,26.2,7.1,0.0,8.0,0.0,309,402,5,41.63,0.0,2024,1,2025,12,0,-30.605100850141685,0.0,0.0,1,0,0.0,-12.242040340056676,0.0,0.0,0.11150557620817844,19.996666666666666,1,0.11150557620817844,-7.463243331685934
48447,42614,2024,Normal,Friends,Heartlake City,Vintage Fashion Store,42614-1,44.99,409.0,3.0,Box,Retail,28.2,26.2,5.9,0.0,0.0,0.0,294,266,5,0.0,23.0,2024,1,2025,12,0,-100.0,0.0,0.0,1,0,0.0,-40.0,0.0,0.0,0.11,14.996666666666668,1,0.11,-7.463243331685934
50864,71833,2025,Normal,Ninjago,Dragons Rising Season 3,Ras and Arin's Super Storm Jet,71833-1,49.99,510.0,3.0,Box,Retail,28.2,26.2,7.6,0.0,8.0,0.0,134,351,5,41.15,0.0,2025,1,2026,12,0,-17.683536707341474,0.0,0.0,1,0,0.0,-7.0734146829365905,0.0,0.0,0.09801960784313726,16.663333333333334,1,0.09801960784313726,-7.463243331685934
48986,43276,2024,Normal,Disney,Snow White and the Seven Dwarfs,Snow White's Jewellery Box,43276-1,44.99,358.0,2.0,Box,Retail,26.2,22.2,7.6,0.0,0.0,0.0,164,192,0,17.99,0.0,2024,1,2025,7,0,-60.01333629695489,0.0,0.0,1,0,0.0,-24.005334518781957,0.0,0.0,0.12567039106145253,22.495,1,0.12567039106145253,-7.463243331685934
